Column 2	Column 5	Column 6	Column 7	Column 11
Ruwer,Ruwer,Ruwer	49.7867	6.71044	P	08
Saal,Saal,	49.46199	7.24754	P	09
Saalstadt,Saalstadt,	49.31667	7.55	P	08
Saarbrücken,Saarbruecken,SCN,Saarbrecken,Saarbrigge,Saarbrjuken,Saarbrjukken,Saarbrucken,Saarbruecken,Saarbruekken,Saarbruken,Saarbrécken,Saarbrücken,Saarbrükken,Saarmpryken,Saravipons,Sarbriken,Sarbriukenas,Sarbruch,Sarbrukeno,Sarebryken,Sarrebruck,Sarëbryken,Sárbrúch,Zarbrikene,Zārbrikene,jaleubeulwiken,jarabryukana,sa er bu lu ken,sar brukhkhein,sarabrukena,sarbrkn,sarbrwkn,sha bo qin,zarbrwkn,zaruburyukken,Σααρμπρύκεν,Саарбрукен,Саарбрюкен,Саарбрюккен,Сарбрикен,Սաարբրյուքեն,זארבריקן,زاربروکن,ساربروكن,ساربروکن,ساربرکن,जारब्र्युकन,सारब्रुकेन,ซาร์บรึคเคิน,ზაარბრიუკენი,ザールブリュッケン,沙卜勤,萨尔布吕肯,薩爾布呂肯,자르브뤼켄	49.23262	7.00982	P	09
Saarburg,Saarburg,Saarburg,Saarmpournk,Sarburg,Sarrebourg,sa er bao,sarbrg,zaarburgi,zarbwrg,zarbwrgh,zaruburuku,Σάαρμπουργκ,Саарбург,Сарбург,زاربورغ,زاربورگ,ساربرگ,ზაარბურგი,ザールブルク,萨尔堡	49.60641	6.54365	P	08
Saarfels,Saarfels,Saarfels	49.39332	6.67301	P	09
Saarhölzbach,Saarhoelzbach,	49.51585	6.60742	P	09
Saarlouis,Saarlouis,Saarlouis,Saarlui,Saarluis,Saarluise,Sarljo,Sarlouis,Sarrelouis,ZPT,Zarlui,jaleullu-i,sa er lu yi,sarlwys,zaarlui,zarlwyys,zarurui,Зарлуи,Саарлуис,Саарлуисе,Саарлуї,Сарлоуис,סארלואי,زارلوئیس,زارلوييس,سارلوئس,ზაარლუი,ザールルイ,萨尔路易,자를루이	49.31366	6.75154	P	09
Saarwellingen,Saarwellingen,Saarvellingen,Saarwellingen,Sarrevailingue,Sarvelingen,Vailingua,sa er wei lin gen,sarwlngn,zarwlyngn,Саарвеллинген,Саарвеллінген,Сарвелинген,زارولینگن,سارولنگن,萨尔韦林根	49.3543	6.80487	P	09
Sabershausen,Sabershausen,Sabershausen	50.1207	7.41306	P	08
Sackenheimerhöfe,Sackenheimerhoefe,	50.34249	7.41434	P	08
Saffig,Saffig,Zaffig,Zafig,sa fei xi,sffyg,Зафиг,Заффиг,سففیگ,萨菲希	50.38333	7.41667	P	08
Sainerholz,Sainerholz,	50.51633	7.85064	P	08
Sainscheid,Sainscheid,	50.54151	7.95639	P	08
Saline,Saline,	49.46667	8.18333	P	08
Salm,Salm,	50.15287	6.69059	P	08
Salmrohr,Salmrohr,	49.92842	6.84715	P	08
Salmtal,Salmtal,Zal'mtal',Zalmtal,sa er mu ta er,Залмтал,Зальмталь,萨尔姆塔尔	49.93333	6.85	P	08
Salz,Salz,	50.51	7.96361	P	08
Salzburg,Salzburg,	50.66667	8.05	P	08
Salzwoog,Salzwoog,	49.16747	7.72141	P	08
Sambach,Sambach,	49.49366	7.71665	P	08
Samuelshof,Samuelshof,	49.49116	7.63626	P	08
Sand,Sand,	49.41246	7.39357	P	08
Sanddorf,Sanddorf,	49.34	7.36753	P	09
Sandhof,Sandhof,	49.73528	8.37083	P	08
Sangerhof,Sangerhof,	49.4744	7.38801	P	08
Sankt Alban,Sankt Alban,	49.68333	7.86667	P	08
Sankt Aldegund,Sankt Aldegund,	50.08333	7.13333	P	08
Sankt Antoniushof,Sankt Antoniushof,	49.7447	7.67922	P	08
Sankt Arnual,Sankt Arnual,	49.21877	7.0128	P	09
Sankt Barbara,Sankt Barbara,	49.33092	6.67947	P	09
Sankt Germannshof,Sankt Germannshof,	49.04731	7.89924	P	08
Sankt Goar,Sankt Goar,Sankt Goar,Sankt-Goar,St. Goar,sheng ge a er,zankt ghwar,zankt gwar,Санкт Гоар,Санкт-Гоар,زانكت غوار,زانکت گوار,ザンクト・ゴアー,圣戈阿尔	50.14878	7.7072	P	08
Sankt Goarshausen,Sankt Goarshausen,Saint Goarshausen,Sankt Goarshausen,Sankt Goarskhauzen,Sankt-Goarskhauzen,St. Goarshausen,sheng ge a er si hao sen,zankt ghwarshawzn,zankt gwarzhawzn,Санкт Гоарсхаузен,Санкт-Гоарсхаузен,زانكت غوارسهاوزن,زانکت گوارزهاوزن,ザンクト・ゴアールスハウゼン,圣戈阿尔斯豪森	50.15839	7.71374	P	08
Sankt Ingbert,Sankt Ingbert,Sankt Ingbert	49.27697	7.11672	P	09
Sankt Johann,Sankt Johann,	50.35	7.2	P	08
Sankt Johann,Sankt Johann,Sankt Johann	49.22886	7.01126	P	09
Sankt Johann,Sankt Johann,St. Johann / Rheinhessen	49.8675	8.01444	P	08
Sankt Johannisberg,Sankt Johannisberg,	49.79825	7.49643	P	08
Sankt Johann Nitz,Sankt Johann Nitz,	50.35	7.15	P	08
Sankt Julian,Sankt Julian,Sankt Julian,Sankt Julian-Obereisenbach,Sankt Julijan,Sankt-Julian,sheng you li an,Санкт Јулијан,Санкт-Юлиан,圣尤利安	49.61667	7.51667	P	08
Sankt Katharina,Sankt Katharina,	49.86778	7.77028	P	08
Sankt Katharinen,Sankt Katharinen,	49.86667	7.76667	P	08
Sankt Katharinen,Sankt Katharinen,Sankt Katarinen,Sankt Katharinen,Sankt-Katarinen,Санкт Катаринен,Санкт-Катаринен	50.58333	7.38333	P	08
Sankt Kuno,Sankt Kuno,	49.76805	7.08335	P	08
Sankt Martin,Sankt Martin,	49.30028	8.10528	P	08
Sankt Medard,Sankt Medard,	49.73332	6.62954	P	08
Sankt Nikolaus,Sankt Nikolaus,	49.17052	6.82873	P	09
Sankt Sebastian,Sankt Sebastian,	50.41077	7.56175	P	08
Sankt Thomas,Sankt Thomas,	50.06667	6.6	P	08
Sankt Wendel,Sankt Wendel,Kreisstadt Sankt Wendel,Sankt Wendel,Sankt-Vendel',Санкт-Вендель	49.46633	7.16814	P	09
Sargenroth,Sargenroth,Zargenrot,sa er gen luo te,Заргенрот,萨尔根罗特	49.93333	7.51667	P	08
Sarmersbach,Sarmersbach,	50.23333	6.88333	P	08
Sarnstall,Sarnstall,	49.21089	7.93835	P	08
Sassen,Sassen,	50.26667	6.96667	P	08
Sassenroth,Sassenroth,	50.77047	7.91524	P	08
Sauerbrunnen,Sauerbrunnen,Sauerbrunnen	50.1405	7.56306	P	08
Sauerthal,Sauerthal,Zauehrtal',Zauertal,shao ai er ta er,Зауертал,Зауэрталь,绍埃尔塔尔	50.08551	7.82115	P	08
Sausenheim,Sausenheim,	49.54744	8.15769	P	08
Saxler,Saxler,	50.13333	6.9	P	08
Schafbrücke,Schafbruecke,	49.22629	7.04687	P	09
Schaffhausen,Schaffhausen,	49.2562	6.80999	P	09
Schafhausen,Schafhausen,	49.75856	8.15266	P	08
Schaidt,Schaidt,	49.06025	8.08568	P	08
Schalkenbach,Schalkenbach,	50.49485	7.14636	P	08
Schalkenmehren,Schalkenmehren,Shal'kenmeren,Shalkenmeren,sha er ken mei lun,Шалкенмерен,Шалькенмерен,沙尔肯梅伦	50.16527	6.86075	P	08
Schallodenbach,Schallodenbach,	49.55	7.71667	P	08
Schank,Schank,	49.46667	6.58333	P	09
Schankweiler,Schankweiler,	49.9	6.38333	P	08
Scharenberg,Scharenberg,	50.59634	7.4225	P	08
Scharfbillig,Scharfbillig,	49.93233	6.55523	P	08
Scharrau,Scharrau,	49.57639	8.37917	P	08
Scharrhof,Scharrhof,	49.34517	7.5452	P	08
Schauerberg,Schauerberg,	49.31667	7.58333	P	08
Schauernheim,Schauernheim,Schauernheim	49.43917	8.30362	P	08
Schaumburg,Schaumburg,	50.33915	7.97907	P	08
Schauren,Schauren,	50.01667	7.26667	P	08
Schauren,Schauren,	49.80719	7.23724	P	08
Scheibenhardt,Scheibenhardt,	48.98117	8.13993	P	08
Scheid,Scheid,	50.35906	6.42178	P	08
Scheidchen,Scheidchen,	50.08682	6.32747	P	08
Scheiden,Scheiden,Scheiden	49.54588	6.73165	P	09
Scheidt,Scheidt,	50.3386	7.9141	P	08
Scheidt,Scheidt,	49.24596	7.05889	P	09
Scheidterberg,Scheidterberg,	49.24248	7.06902	P	09
Scheitenkorb,Scheitenkorb,	50.01667	6.2	P	08
Schelborn,Schelborn,	50.45972	7.12889	P	08
Schellenbach,Schellenbach,	49.44251	6.96423	P	09
Schellweiler,Schellweiler,Shel'vajler,Shelvajler,she er wei lei,Шелвајлер,Шельвайлер,舍尔韦勒	49.51395	7.39163	P	08
Schenkelberg,Schenkelberg,	50.58361	7.78278	P	08
Scheuerfeld,Scheuerfeld,	50.78736	7.84128	P	08
Scheuern,Scheuern,	50.26025	6.59308	P	08
Scheuern,Scheuern,	50.01667	6.3	P	08
Scheuern,Scheuern,	49.48467	6.94256	P	09
Scheuren,Scheuren,	50.60732	7.22265	P	08
Schiersfeld,Schiersfeld,	49.7	7.76667	P	08
Schiesheim,Schiesheim,	50.27722	8.055	P	08
Schifferstadt,Schifferstadt,Schifferstadt,Schiwwerschdadd,Shifershtat,Shiffershtadt,shifashutatto,shyfrashtat,shyfrshtat,xi fei er si ta te,Шиферштат,Шифферштадт,شيفرشتات,شیفراشتات,シファーシュタット,席费尔斯塔特	49.38417	8.3775	P	08
Schiffweiler,Schiffweiler,Shifvajler,xi fu wei lai er,Шифвайлер,Шифвајлер,席夫魏莱尔	49.36667	7.13333	P	09
Schillingen,Schillingen,	49.63333	6.78333	P	08
Schimsheim,Schimsheim,	49.81586	8.06168	P	08
Schindeldorf,Schindeldorf,	49.93144	7.77257	P	08
Schindhard,Schindhard,	49.14183	7.82214	P	08
Schladt,Schladt,	50.03333	6.83333	P	08
Schlausenbach,Schlausenbach,Schlausenbach	50.28277	6.35563	P	08
Schleich,Schleich,	49.81667	6.83333	P	08
Schleid,Schleid,	50.06667	6.48333	P	08
Schleidweiler,Schleidweiler,	49.88147	6.66063	P	08
Schlierschied,Schlierschied,	49.86667	7.43333	P	08
Schloßböckelheim,Schlossbockelheim,Schlossboeckelheim,Schlossböckelheim,Shlosbekelkhajm,Shlosbjokkel'khajm,shi luo si bo ke er hai mu,Шлосбекелхајм,Шлосбёккельхайм,施洛斯伯克尔海姆	49.8	7.75	P	08
Schloßheck,Schlossheck,	50.16936	6.37552	P	08
Schmalenberg,Schmalenberg,	49.33333	7.73333	P	08
Schmalfelderhof,Schmalfelderhof,	49.69638	7.83947	P	08
Schmelz,Schmelz,	49.64067	7.01169	P	08
Schmelz,Schmelz,	49.43333	6.85	P	09
Schmidthachenbach,Schmidthachenbach,Shmidtakhenbakh,shi mi ta heng ba he,Шмидтахенбах,施米塔亨巴赫	49.73333	7.46667	P	08
Schmidthahn,Schmidthahn,	50.60304	7.8102	P	08
Schmiedel,Schmiedel,	49.97876	7.49911	P	08
Schmißberg,Schmissberg,	49.66667	7.2	P	08
Schmitshausen,Schmitshausen,	49.3	7.51667	P	08
Schmitt,Schmitt,	50.16667	7.01667	P	08
Schmitterhof,Schmitterhof,	49.53713	7.83877	P	08
Schmittweiler,Schmittweiler,	49.41019	7.33784	P	08
Schmittweiler bei Odenbach,Schmittweiler bei Odenbach,Schmittweiler,Schmittweiler bei Odenbach	49.69129	7.7034	P	08
Schnappach,Schnappach,Schnappach	49.30736	7.08332	P	09
Schneckenhausen,Schneckenhausen,	49.53814	7.74506	P	08
Schneebergerhof,Schneebergerhof,	49.68589	7.88781	P	08
Schneeweiderhof,Schneeweiderhof,	49.56074	7.53655	P	08
Schnellbach,Schnellbach,Schnellbach	50.11822	7.51565	P	08
Schneppenbach,Schneppenbach,Schneppenbach	49.84537	7.40856	P	08
Schnorbach,Schnorbach,	49.98333	7.61667	P	08
Schoden,Schoden,	49.63333	6.58333	P	08
Schömerich,Schomerich,	49.63333	6.7	P	08
Schönau,Schoenau,Schoenau,Schönau	49.06065	7.74794	P	08
Schönbach,Schoenbach,	49.19587	7.0177	P	09
Schönbach,Schonbach,	50.21667	6.95	P	08
Schönberg,Schoenberg,	50.62147	7.97017	P	08
Schönberg,Schoenberg,	49.76667	6.91667	P	08
Schönborn,Schonborn,	50.3025	7.99401	P	08
Schönborn,Schonborn,	49.95	7.46667	P	08
Schönborn,Schonborn,Schoenborn,Schönborn	49.63333	7.76667	P	08
Schönbornerhof,Schoenbornerhof,	49.64446	7.50051	P	08
Schöndorf,Schoendorf,	49.6776	6.74316	P	08
Schöne Aussicht,Schoene Aussicht,	50.21768	7.11215	P	08
Schöneberg,Schoeneberg,	50.65467	7.45972	P	08
Schöneberg,Schoneberg,	50.66667	7.6	P	08
Schöneberg,Schoneberg,Sheneberg,Shjoneberg,Шенеберг,Шёнеберг	49.91667	7.75	P	08
Schönecken,Schonecken,Sheneken,Shjonekken,she nei ken,Шенекен,Шёнеккен,舍内肯	50.15909	6.4682	P	08
Schönenberg,Schoenenberg,	49.41667	7.38333	P	08
Schönenberg-Kübelberg,Schoenenberg-Kuebelberg,Schoenenberg-Kuebelberg,Schönenberg-Kübelberg,Shenenberg-Kibelberg,Shjonenberg-Kjubel'berg,she nen bei ge-qu bei er bei ge,shenenberuku=kyuberuberuku,Шененберг-Кибелберг,Шёненберг-Кюбельберг,シェーネンベルク＝キューベルベルク,舍嫩贝格-屈贝尔贝格	49.4074	7.37233	P	08
Schönfeld,Schoenfeld,	50.30787	6.51605	P	08
Schönstatt,Schoenstatt,	50.40824	7.63566	P	08
Schönstein,Schoenstein,	50.77464	7.75632	P	08
Schopp,Schopp,	49.35	7.68333	P	08
Schornsheim,Schornsheim,Schornsheim,Shornskhajm,shao er en si hai mu,Шорнсхайм,Шорнсхајм,绍尔恩斯海姆	49.84583	8.175	P	08
Schrollbach,Schrollbach,Schrollbach	49.45394	7.48734	P	08
Schuld,Schuld,	50.44767	6.88894	P	08
Schüller,Schuller,Schueller,Schüller	50.33333	6.58333	P	08
Schürdt,Schurdt,	50.66667	7.55	P	08
Schüren,Schueren,	49.30089	7.10867	P	09
Schutz,Schutz,	50.13333	6.75	P	08
Schutzbach,Schutzbach,	50.75	7.9	P	08
Schwabenheim,Schwabenheim,Schwabenheim	49.92879	8.09525	P	08
Schwabsburg,Schwabsburg,	49.8625	8.31307	P	08
Schwalbach,Schwalbach,	49.3	6.81667	P	09
Schwall,Schwall,	50.18283	7.86888	P	08
Schwall,Schwall,	50.15	7.55	P	08
Schwanden,Schwanden,	49.48224	7.53291	P	08
Schwanheim,Schwanheim,	49.16667	7.88333	P	08
Schwarzbach,Schwarzbach,	49.34044	7.83367	P	08
Schwarzen,Schwarzen,	49.96667	7.33333	P	08
Schwarzenacker,Schwarzenacker,	49.28483	7.31689	P	09
Schwarzenbach,Schwarzenbach,	49.29166	7.31981	P	09
Schwarzenbach,Schwarzenbach,Schwarzenbach	49.5958	7.01844	P	09
Schwarzenborn,Schwarzenborn,	50.03333	6.71667	P	08
Schwarzenbruch,Schwarzenbruch,	49.88946	6.33933	P	08
Schwarzengraben,Schwarzengraben,	49.6618	7.89601	P	08
Schwarzenholz,Schwarzenholz,Schwarzenholz	49.33443	6.86154	P	09
Schwarzerden,Schwarzerden,	49.53394	7.283	P	09
Schwarzerden,Schwarzerden,Shvarcerden,shi wa er ce er deng,Шварцерден,施瓦尔策尔登	49.85	7.51667	P	08
Schwedelbach,Schwedelbach,	49.49557	7.59366	P	08
Schwegenheim,Schwegenheim,	49.27	8.32861	P	08
Schweich,Schweich,Schweich,Shvajkh,shfaysh,shi wei xi,shuvuaihi,shvaikhi,shwaysh,Швайх,Швајх,شفايش,شوایش,შვაიხი,シュヴァイヒ,施魏希	49.82215	6.75256	P	08
Schweifeld,Schweifeld,Schweifeld	50.63176	7.3175	P	08
Schweigen,Schweigen,	49.05055	7.95354	P	08
Schweigen-Rechtenbach,Schweigen-Rechtenbach,Shvajgen-Rekhtenbakh,shi wei gen-lei xi teng ba he,Швайген-Рехтенбах,Швајген-Рехтенбах,施魏根-雷希滕巴赫	49.05314	7.95638	P	08
Schweighausen,Schweighausen,	50.28333	7.75	P	08
Schweighofen,Schweighofen,	49.03984	7.99367	P	08
Schweiler,Schweiler,	50.24617	6.26009	P	08
Schweinschied,Schweinschied,	49.7	7.56667	P	08
Schweisweiler,Schweisweiler,	49.58333	7.81667	P	08
Schweix,Schweix,	49.13333	7.51667	P	08
Schweizerhaus,Schweizerhaus,	49.98901	7.85703	P	08
Schwemlingen,Schwemlingen,Schwemlingen	49.46579	6.58777	P	09
Schweppenhausen,Schweppenhausen,	49.92665	7.79971	P	08
Schwerbach,Schwerbach,	49.9	7.35	P	08
Schwirzheim,Schwirzheim,	50.23333	6.53333	P	08
Schwollen,Schwollen,	49.70569	7.17462	P	08
Seck,Seck,	50.57722	8.04972	P	08
Seebach,Seebach,	49.45202	8.15831	P	08
Seeburg,Seeburg,	50.59092	7.81557	P	08
Seelbach,Seelbach,	50.31667	7.86667	P	08
Seelbach,Seelbach,Seelbach	50.75433	7.68627	P	08
Seelbach,Seelbach,Seelbach	50.64023	7.56528	P	08
Seelbach,Seelbach,Seelbach	49.22922	7.18558	P	09
Seelen,Seelen,	49.6	7.71667	P	08
Seelenberg,Seelenberg,	50.78333	7.96667	P	08
Seesbach,Seesbach,	49.84536	7.54665	P	08
Seffern,Seffern,	50.06667	6.5	P	08
Sefferweich,Sefferweich,	50.06667	6.51667	P	08
Segendorf,Segendorf,Segendorf	50.46728	7.45983	P	08
Sehl,Sehl,	50.13783	7.17897	P	08
Sehlem,Sehlem,	49.9	6.83333	P	08
Sehndorf,Sehndorf,	49.47761	6.38409	P	09
Seibersbach,Seibersbach,	49.96667	7.71667	P	08
Seifen,Seifen,	50.74974	7.86137	P	08
Seifen,Seifen,	50.69458	7.37268	P	08
Seifen,Seifen,	50.68333	7.51667	P	08
Seifen,Seifen,	50.81981	7.68196	P	08
Seimerich,Seimerich,	49.91562	6.26389	P	08
Seinsfeld,Seinsfeld,	50.05	6.65	P	08
Seiterswald,Seiterswald,	49.36667	7	P	09
Seitzweiler,Seitzweiler,	49.50715	7.27201	P	09
Seiwerath,Seiwerath,	50.15	6.5	P	08
Selbach,Selbach,	49.53637	7.03762	P	09
Selbach,Selbach,Selbach	50.74625	7.77025	P	08
Selchenbach,Selchenbach,Zel'khenbakh,Zelkhenbakh,sai er xing ba he,Зелхенбах,Зельхенбах,塞尔兴巴赫	49.5	7.3	P	08
Sellerbach,Sellerbach,	49.30656	6.90461	P	09
Sellerich,Sellerich,	50.23333	6.36667	P	08
Selters,Selters,Selters	50.53253	7.75577	P	08
Selzen,Selzen,	49.86056	8.25528	P	08
Sembach,Sembach,Zembakh,Зембах	49.51177	7.86661	P	08
Sengerich,Sengerich,	50.11667	6.21667	P	08
Sengscheid,Sengscheid,	49.25602	7.09798	P	09
Senhals,Senhals,	50.08681	7.20265	P	08
Senheim,Senheim,Zenkhajm,sen hai mu,Зенхайм,Зенхајм,森海姆	50.08333	7.21667	P	08
Senscheid,Senscheid,	50.33333	6.83333	P	08
Sensenbach,Sensenbach,	50.62306	7.62574	P	08
Sensweiler,Sensweiler,	49.77539	7.1969	P	08
Serrig,Serrig,Zerig,Zerrig,sai li xi,Зериг,Зерриг,塞里希	49.57519	6.57454	P	08
Sespenroth,Sespenroth,	50.41298	7.87057	P	08
Sessenbach,Sessenbach,	50.47694	7.64444	P	08
Sessenhausen,Sessenhausen,	50.67648	7.45695	P	08
Sessenhausen,Sessenhausen,	50.5272	7.71365	P	08
Sevenich,Sevenich,	50.2358	7.3324	P	08
Sevenich,Sevenich,Sevenich	50.12639	7.48316	P	08
Sevenig,Sevenig,	50.02153	6.18918	P	08
Sevenig,Sevenig,Sevenig	50.12909	6.16545	P	08
Seyen,Seyen,	50.64079	7.57583	P	08
Seyweiler,Seyweiler,Seyweiler	49.16091	7.2704	P	09
Siebeldingen,Siebeldingen,	49.20889	8.05139	P	08
Siebenbach,Siebenbach,	50.38333	7.03333	P	08
Siebenborn,Siebenborn,	49.93436	6.99253	P	08
Siebenborn,Siebenborn,Siebenborn	50.26165	7.62667	P	08
Siebenmorgen,Siebenmorgen,	50.57078	7.47	P	08
Siefersheim,Siefersheim,	49.8	7.95	P	08
Siegelbach,Siegelbach,Siegelbach	49.46753	7.69168	P	08
Siegenthal,Siegenthal,	50.78935	7.7604	P	08
Sien,Sien,Zin,Зин	49.69472	7.50416	P	08
Sienerhöfe,Sienerhoefe,	49.7	7.51667	P	08
Sienhachenbach,Sienhachenbach,	49.7	7.48333	P	08
Siersburg,Siersburg,	49.36005	6.66428	P	09
Sierscheid,Sierscheid,	50.45707	6.91744	P	08
Siersdorf,Siersdorf,	49.36787	6.65823	P	09
Siershahn,Siershahn,Zirskhan,xi er si ha en,Зирсхан,西尔斯哈恩	50.48639	7.77972	P	08
Siesbach,Siesbach,	49.73333	7.23333	P	08
Silwingen,Silwingen,Silwingen	49.42327	6.57209	P	09
Silz,Silz,	49.15	7.95	P	08
Simmern,Simmern,	50.38914	7.67396	P	08
Simmern,Simmern,Simmern,Simmern/ Hunsrueck,Simmern/ Hunsrück,Simmern/Hunsrueck,Simmern/Hunsrück,Zimern,Zimmern,xi mei er en,zymrn,Зимерн,Зиммерн,زیمرن,西梅尔恩	49.98198	7.52351	P	08
Simmertal,Simmertal,Simmertal,Zimertal,Zimmertal',xi mei er ta er,Зимертал,Зиммерталь,西梅尔塔尔	49.80981	7.52282	P	08
Singhofen,Singhofen,	50.2744	7.83333	P	08
Sinnerthal,Sinnerthal,Sinnerthal	49.35187	7.14529	P	09
Sinspelt,Sinspelt,	49.97259	6.31817	P	08
Sinz,Sinz,Sinz	49.53301	6.43126	P	09
Sinzig,Sinzig,Sentiacum,Sinzig,Zincig,Zincigas,jintsuihhi,xin qi xi,zyntsyg,zyntsygh,Зинциг,زينتسيغ,زینتسیگ,ジンツィッヒ,辛齐希	50.54384	7.24639	P	08
Sippersfeld,Sippersfeld,	49.55	7.93333	P	08
Sirzenich,Sirzenich,	49.76375	6.59317	P	08
Sitters,Sitters,	49.71667	7.78333	P	08
Sitterswald,Sitterswald,	49.13085	7.06627	P	09
Sitzerath,Sitzerath,	49.60523	6.91649	P	09
Sohren,Sohren,Zoren,suo lun,Зорен,索伦	49.93333	7.31667	P	08
Sohrschied,Sohrschied,	49.9	7.35	P	08
Solscheid,Solscheid,	50.68579	7.38862	P	08
Solscheid,Solscheid,	50.51745	7.40306	P	08
Sommerau,Sommerau,	49.71667	6.73333	P	08
Sommerloch,Sommerloch,	49.87727	7.75995	P	08
Sondernheim,Sondernheim,Sondernheim	49.19262	8.35869	P	08
Sonnenberg,Sonnenberg,	49.66667	7.28333	P	08
Sonnenberg-Winnenberg,Sonnenberg-Winnenberg,	49.66667	7.28333	P	08
Sonnenhöfe,Sonnenhoefe,	49.70934	7.40006	P	08
Sonnschied,Sonnschied,	49.81667	7.38333	P	08
Sörgenloch,Sorgenloch,	49.88306	8.20111	P	08
Sörth,Sorth,	50.7	7.68333	P	08
Sosberg,Sosberg,	50.08333	7.33333	P	08
Söst,Soest,	49.61667	6.46667	P	08
Sötern,Soetern,	49.59481	7.06458	P	09
Sottersbachtal,Sottersbachtal,	50.76667	7.95	P	08
Sotzweiler,Sotzweiler,Sotzweiler	49.46715	7.00026	P	09
Spabrücken,Spabrucken,Shpabriken,Shpabrjukken,Spabruecken,Spabrücken,shi pa bu lu ken,Шпабрикен,Шпабрюккен,施帕布吕肯	49.9	7.71667	P	08
Spall,Spall,	49.88333	7.68333	P	08
Spang,Spang,Spang	49.98287	6.68092	P	08
Spangdahlem,Spangdahlem,SPM	49.98333	6.68333	P	08
Spay,Spay,Shpaj,Spay,shi pai,Шпай,Шпај,施派	50.25881	7.64839	P	08
Speicher,Speicher,	49.93333	6.63333	P	08
Spesbach,Spesbach,	49.42622	7.50289	P	08
Spesenroth,Spesenroth,	50.05	7.45	P	08
Spessart,Spessart,	50.43977	7.11043	P	08
Speyer,Speyer,Espira,Noviomagus,Schbaya,Shpaer,Shpajer,Shpejer,Spaier,Speyer,Spira,Spire,Spires,Spyr,ZQC,ashpyr,ch pi xexr,shi pai er,shupaia,spyyr,syupaieo,Špýr,Σπάιερ,Шпаер,Шпайер,Шпаєр,Шпајер,Шпейер,שפייר,اشپیر,ชไปเออร์,ስፓየር,シュパイアー,施派尔,슈파이어	49.32083	8.43111	P	08
Speyerbrunn,Speyerbrunn,Speyerbrunn	49.35017	7.87038	P	08
Speyerdorf,Speyerdorf,	49.33425	8.2029	P	08
Spiesen,Spiesen,	49.31554	7.16038	P	09
Spiesen-Elversberg,Spiesen-Elversberg,Shpisen-Elversberg,Shpizen-Ehl'versberg,Shpizen-El'fersberg,ashpyzn-alfrsbrg,shi pi sen-ai er fei er si bei er ge,shupizen=eruvuerusuberuku,Шпизен-Эльверсберг,Шписен-Елверсберг,Шпізен-Ельферсберг,اشپیزن-الفرسبرگ,シュピーゼン＝エルヴェルスベルク,施皮森-埃尔费尔斯贝尔格	49.31667	7.13333	P	09
Spiesheim,Spiesheim,	49.81028	8.1275	P	08
Spirkelbach,Spirkelbach,	49.2	7.88333	P	08
Sponheim,Sponheim,	49.84496	7.72665	P	08
Sponsheim,Sponsheim,	49.92111	7.92138	P	08
Sporkenheim,Sporkenheim,	49.97728	8.00963	P	08
Spreiterhof,Spreiterhof,	49.59922	7.74954	P	08
Sprendlingen,Sprendlingen,Shprendlingen,shi pu lun de lin gen,shupurentoringen,Шпрендлинген,シュプレントリンゲン,施普伦德林根	49.86667	7.98333	P	08
Sprengen,Sprengen,	49.30737	6.8532	P	09
Spriestersbacherhof,Spriestersbacherhof,	50.2472	7.9069	P	08
Springiersbach,Springiersbach,	50.02572	7.06875	P	08
Staadt,Staadt,	49.56667	6.56667	P	08
Stadecken,Stadecken,	49.90889	8.13028	P	08
Stadecken-Elsheim,Stadecken-Elsheim,Shtadeken-Elskhajm,Shtadekken-Ehl'skhajm,shi ta de ken-ai er si hai mu,Штадекен-Елсхајм,Штадеккен-Эльсхайм,施塔德肯-埃尔斯海姆	49.91222	8.12528	P	08
Stadtkyll,Stadtkyll,Shtadtkill',Shtatkil,shi ta te ji er,Штадткилль,Штаткил,施塔特基尔	50.35	6.53333	P	08
Staffel,Staffel,	50.48317	7.05555	P	08
Staffelhof,Staffelhof,	49.23194	7.58197	P	08
Stahl,Stahl,Stahl	49.96804	6.49754	P	08
Stahlberg,Stahlberg,	49.66667	7.78333	P	08
Stahlhammer,Stahlhammer,	49.23333	7.06667	P	09
Stahlhausen,Stahlhausen,	49.56671	7.62591	P	08
Stahlhofen,Stahlhofen,	50.39389	7.85944	P	08
Stahlhofen,Stahlhofen,Stahlhofen	50.58687	7.98763	P	08
Stalbach,Stalbach,	50.12288	6.28221	P	08
Stambach,Stambach,Stambach	49.24454	7.45539	P	08
Standenbühl,Standenbuehl,	49.6	7.98333	P	08
Stangenrod,Stangenrod,	50.65742	7.9028	P	08
Starkenburg,Starkenburg,	49.95535	7.13994	P	08
Stärkmühle,Staerkmuehle,	49.7028	8.30618	P	08
Staudenhof,Staudenhof,	50.05878	6.4144	P	08
Staudernheim,Staudernheim,Shtaudernkhajm,shi tao de er en hai mu,Штаудернхайм,Штаудернхајм,施陶德尔恩海姆	49.77675	7.6889	P	08
Staudt,Staudt,	50.46667	7.83333	P	08
Staudt,Staudt,	49.46667	6.6	P	09
Stauf,Stauf,	49.55184	8.02698	P	08
Stebach,Stebach,	50.51667	7.65	P	08
Steckenstein,Steckenstein,	50.787	7.80034	P	08
Steckweiler,Steckweiler,	49.66667	7.8	P	08
Steeg,Steeg,	50.88108	7.78555	P	08
