sagenid;werkid;sagennummerimwerk;titel;sagenkategorie;sagengruppe;ortschaft;longitude;latitude;volltext;buchtitel
260;3;11;11. Hans Trapp;A. Vom alten und neuen Glauben. (Mythische Sagen.);I. Von Seelen, Geistern und Gespenstern.;Berwartstein;7.86304;49.10843;"11. Hans Trapp.Im ganzen untern Elsaß bei Weißenburgund im Schlettenbacher Tal ist Hans Trapp dasSchreckbild der Kinder. Als solches begleitet er inden Schauernächten des Advents das Christkindelwie sonst der Pelznickel oder der Knecht Rupprechtund straft die ungehorsamen Kinder.Sein Name soll von Hans von Tratt her-stammen, der Hofmarschall des Pfalzgrafen Philippwar und von diesem die Feste Bärbelstein oderBerwartstein als Lehen erhalten hatte. Erdrückte das arme Volt im Schlettenbacher Tale überdie Maßen und bedrängte besonders die Weißen-burger Mönche. Er nahm seinen Untertanen dasWaldrecht ab, verbot ihnen ihre Früchte nachWeißenburg zu bringen, dämmte zuweilen auch dieLauter ein um das Flößen des Holzes und das Mah-len zu verhindern. Wenn die davon Betroffenenob all der Drangsale seufzten und klagten, so hatteer seine höllische Freude daran.Der gefürchtete Ritter starb im Jahre 1503 undliegt in der St. Anna-Kapelle bei Nieder-schlettenbach begraben. Noch heute aber, wennWort und Rute nicht frommen, rufen die Alten denKindern drohend zu: „Wartet nur, der HansTrapp kommt!""";Pfälzisches Sagenbuch
261;3;12;12. Das weiße Reh;A. Vom alten und neuen Glauben. (Mythische Sagen.);I. Von Seelen, Geistern und Gespenstern.;Dannenfels;7.94355;49.62868;"12. Das weiße Reh.Es war zur Zeit, als die Nassauer Fürsten dasschöne Land am Donnersberg beherrschten. Da gin-gen der alte Oberförster von Dannenfels undsein Waldschütze am hellen Tage in den Forst umden Wald zu pflegen und das Weidwerk zu üben.Als sie sich wieder auf dem Heimwege befanden,kamen sie ohne ein Wort zu reden an der Klauser-hütte vorbei. Feierliche Stille lag ringsum. Dasprangen plötzlich zwei prächtige weiße Rehe auf siezu und blieben dicht vor ihnen stehen. Die sonder-baren Tiere schauten die beiden Männer groß an;die aber wichen nicht von der Stelle.Da hob der Oberförster sein Gewehr und zielteauf eines der schönen Tiere. Gerade wollte er los-drücken, als mit einem Male das eine der Rehe sichals weiße Frau aufstellte. Die zwei Männer, diesonst keine Furcht kannten, erschraken heftig unddrehten sich rasch herum um ja der weißen Fraunicht mehr zu begegnen; denn das bedeutet, wie dasVolk glaubt, den sichern Tod.";Pfälzisches Sagenbuch
262;3;13;13. Der Geist auf dem Bleifelsen;A. Vom alten und neuen Glauben. (Mythische Sagen.);I. Von Seelen, Geistern und Gespenstern.;Neustadt an der Haardt;8.13886;49.35009;"13. Der Geist auf dem Bleifelsen.Zu Neustadt an der Haardt begab sich ineinem Hause ein seltsamer Spuk. Halbe Nächtelang hörte man ein Gepolter Treppen auf und nie-der, als wenn jemand toll geworden wäre.lange Zeit beunruhigte die Erscheinung die Bewoh-ner des Hauses, bis es einem kecken, handfesten Bur-schen gelang den Geist aus dem Hause in das Ge-birg zu treiben.Wie er das angefangen, weiß niemand zusagen; indes soviel ist gewiß, daß der Geist Schuhevon Blei trug, deren er alle sieben Jahre ein Paarverbrauchte. Waren die Schuhe nun abgeschliffen,so stellte er sie auf den sogenannten Bleifelsen hin,bis man ihm andere brachte. Wurde dies aus Ver-sehen unterlassen, so hörte man sogleich den altenLärm im Hause, bis ein neues Paar Bleischuhe aufden Felsen geliefert war.";Pfälzisches Sagenbuch
263;3;14;14. Der blutschwitzende Stein;A. Vom alten und neuen Glauben. (Mythische Sagen.);I. Von Seelen, Geistern und Gespenstern.;Kaiserslautern;7.79963;49.41546;"14. Der blutschwitzende Stein.In Kaiserslautern wettete einer umWein, er werde in der Geisterstunde eine brennendeLaterne zum Schalloche des Glockenturmes heraus-hängen. Damit ihm dabei nichts Schlimmes zu-stoße, nahm er einen schwarzen Kater in den Arm.Auf der Schneckenstiege trat ihm eine weißeGestalt in den Weg mit den Worten:„Hättest du nicht die Ritze-Ritze,hättest du nicht die schwarze Katze,so wollte ich dir das Weinweiten vertreiben.""Oben am Schalloche entsprang ihm die Katzeund beim Abstieg kam er zu Fall und brach das Ge-nick. Und an der Stelle der Turmmauer soll nochheute zum Wahrzeichen dessen ein Stein Blutschwitzen.";Pfälzisches Sagenbuch
264;3;15;15. Der gebannte Geist;A. Vom alten und neuen Glauben. (Mythische Sagen.);I. Von Seelen, Geistern und Gespenstern.;Medard a. Glan;0.0;0.0;"15. Der gebannte Geist.Im Glockenturm der Kirche zu Medard imGlantale trieb ein Gespenst sein Wesen so arg, daßsich der Glöckner mit Anbruch der Dämmerung nichtmehr hineingetraute. Ein fremder Bursche erbotsich den Spuk zu bannen. Er begab sich um dieGeisterstunde in den Turm und nahm einen Wetz-stein, eine schwarze Katze und ein Stück Bort mit.Da rief das Gespenst:„Hättest du nit die Witze-Watze,hättest du nit die schwarze Katze,hättest du nit das groß' Stück Brot,so wär es dir dein sichrer Tod.""Seitdem ist der Spuk verschwunden.";Pfälzisches Sagenbuch
265;3;16;16. Der Irrwisch auf dem Klosterberg bei Winterbach;A. Vom alten und neuen Glauben. (Mythische Sagen.);I. Von Seelen, Geistern und Gespenstern.;Biedershausen;7.48333;49.31667;"16. Der Irrwisch auf dem Klosterberg bei Winterbach.Etwa eine halbe Stunde von Winterbacherhebt sich der Klosterberg, auf dem ehemals einIrrwisch hauste.Einst wollte ein Mann von Biedershausen mitseinem Sohne nach Zweibrücken. Als er nun dieEselsklamm hinunterfuhr, gewahrte er auf einmalvor sich ein Licht. Er sprach zu seinem Sohn: ,,Dabekommen wir Gesellschaft."" Wie sie jedoch demLichte näher kamen, ging dasselbe nicht mehr vorihnen her, sondern um sie herum. Plötzlich scheutendie Pferde und sprangen die Böschung hinab.Als sie wieder auf dem Wege waren, zeigte sichauch das Licht wieder und der Knabe meinte, er seheeinen Mann, der die Pferde führe. Er nahm daherseinem Vater die Peitsche ab und schlug nach demManne. Da war das Licht weg und wurde seitdemnicht mehr gesehen.Die Stelle aber, wo der Irrwisch verschwand,ist heute noch schwarz und es wächst nichts darauf.";Pfälzisches Sagenbuch
266;3;17;17. Das Flämmchen;A. Vom alten und neuen Glauben. (Mythische Sagen.);I. Von Seelen, Geistern und Gespenstern.;Rhodt;8.10778;49.26972;"17. Das Flämmchen.Eine halbe Stunde von Rhodt, gerade über derVilla Ludwigshöhe, liegt auf einem hohen, steilenBergvorsprunge die Rietburg. Auf derselbenhauste einstmals ein Ritter, der als Räuber weitund breit gefürchtet war.Eines Tages fiel ihm die junge und hübscheTochter eines reichen Mannes in die Hände under nahm sie mit auf sein Schloß. Der unglücklicheVater kam flehend zu dem Rietburger und bat umZurückgabe seines einzigen Kindes. Er versprachdem Räuber so viel des Geldes, bis dieser schließlicheinwilligte.Der alte Mann holte nun selbst die Summeherbei und gab sie unten am Schlosse einem Knechtedes Ritters. Wie freute sich der sehnende Vatersein geliebtes Kind sogleich umarmen zu können!Als aber der Unhold das Geld erhalten hatteund gemahnt ward die Tochter freizugeben, rief erhöllisch lachend: „Wohlan, ich halte Wort!"" Damitstürzte er die herbeigeholte Jungfrau von der hohenMauer herab vor die Füße ihres alten Vaters, derohnmächtig auf sein zerschmettertes Kind zusammen-brach.Aber die Strafe blieb nicht aus. Nach seinemTode mußte er auf der Erde bleiben und nun flackerter oft als Flämmchen um die Trümmer seinesSchlosses.24 ";Pfälzisches Sagenbuch
267;3;18;18. Der Schuß auf das Flämmchen;A. Vom alten und neuen Glauben. (Mythische Sagen.);I. Von Seelen, Geistern und Gespenstern.;Kottweiler;7.53333;49.48333;"18. Der Schuß auf das Flämmchen.Zwei Jäger von Miesenbach wußten, daßin der Stückelbach und im Hebenhübelwald einganzes Rudel Rehe war, die oft nach der Nachbar-jagd im Kottweiler Bann wechselten. Sie stelltensich deshalb immer an der Grenze auf und erlegtenauch wirklich zwei von den Tieren.Einmal gingen sie spät heim, es war schon nahean Mitternacht, und als sie an den Hungerbrunnenkamen, der nicht weit vom Friedhof liegt, da sahensie ein Feuer, das ganz dicht über dem Bodenschwebte. Manchmal schien es, als wollte es in dieErde verschwinden. Der älteste der Jäger hieß denandern darauf schießen; der aber hatte nicht denMut, weil der Friedhof so nahe war. Sie gingennun auf die Straße, die nach Mackenbach führt umdie Erscheinung von dort aus zu besehen. Es waraber immer das nämliche Feuer, das sich über demBoden hin und her bewegte.Da stieß einer zu ihnen, der nach Mackenbachgehen wollte, lachte unter Fluchen die beiden Jägeraus und sagte: ,,Wer weiß, wer euch da den nächt-lichen Sput gemacht hat!"" Er nahm dem Jüngstendas Gewehr ab und rief dreimal: ,,Bist du einMensch, so gib Antwort oder ich schieße."" Er er-hielt keine Antwort und schoß darauf hin. Da stiegdas Flämmchen unter Prasseln in die Höhe und dasGewehr entfiel seinen Händen und war spurlos ver-schwunden.Der Mann ging aber nicht mehr den Weg nachMackenbach, sondern übernachtete bei einem derJäger. Am andern Morgen in aller Frühe eiltenfie an die Stelle, von wo aus der Mackenbacher ge-schossen hatte. Sie fanden auch durch die Fußspurengenau den Platz wieder; aber von dem Gewehre warnichts mehr zu sehen. Und dort, wo das Flämm-chen geschwebt hatte, wuchs schöner, grüner Rasen.Die Jäger gingen wohl noch öfter zur Nacht-zeit auf die Jagd, aber nie mehr über den Hunger-brunnen zurück.";Pfälzisches Sagenbuch
268;3;19;19. Der Geist auf dem Kieneck;A. Vom alten und neuen Glauben. (Mythische Sagen.);I. Von Seelen, Geistern und Gespenstern.;Münchweiler an der Alsenz;7.88333;49.55;19. Der Geist auf dem Kieneck.In Münchweiler an der Alsenz lebte vorder französischen Revolution ein reicher Mann, aberein großer Geizhals und ein Wucherer mit NamenBinano (Benjamin). Der war ein rechter Hals-abschneider und hatte schon manchen Bauern an denBettelstab gebracht. Ja, es hatten sich einige in derVerzweiflung sogar das Leben genommen. Als ernun starb, von der ganzen Gemeinde verwünscht undverflucht, konnte er im Grabe keine Ruhe finden,sondern irrte als Geist des Nachts umher. Geradeauf den Gehöften, die er den Besitzern durch Falsch-eid abgeschworen hatte, wurde er oft gesehen.Die Bewohner kamen dadurch sehr in Unruheund sie hielten Rat, wie man den unbequemen Be-26 such los werden möchte. Da hatte einem geträumt,man könne den Geist in der Christnacht einfangen.Das wurde denn auch ausgeführt. In einem Sacktrug ihn der Beherzte auf dem Buckel in den großenWald auf den Schorlenberg, machte dort auf undließ ihn frei.Seitdem irrt der Geist auf dem Kieneck beimSchorlenberger Forsthaus umher, und wer ihm be-gegnet, der kann sicher sein, daß er ihn irre führtoder sich auf dem Rücken tragen läßt.;Pfälzisches Sagenbuch
269;3;20;20. Der falsche Eid;A. Vom alten und neuen Glauben. (Mythische Sagen.);I. Von Seelen, Geistern und Gespenstern.;Finkenbach;7.75;49.68333;"20. Der falsche Eid.Wo die Gemarkungen von Finkenbach,Waldgrehweiler, Ransweiler und Schiersfeld fastaufeinanderstoßen, liegt ein Strich Waldes, der so-genannte Bauwald. Einst gehörte er zu Finken-bach, ging aber durch einen falschen Eid an Wald-grehweiler verloren. Die Grehweiler mußten anOrt und Stelle schwören, ob der Wald ihr eigen sei.Sie hatten sich aber zu Hause von ihren Äckern Erdein die Schuhe getan und schwuren nun bei Gott, siestünden hier auf eigenem Grund und Boden.Waldgrehweiler erhielt darauf den Wald; aberdie Meineidigen fanden nach ihrem Tode keineRuhe. Noch jetzt sieht man bisweilen am Bauwaldeinen Wagen mit Pferden ohne Köpfe; er hält aneiner Ecke des Waldes, es steigen Gestalten ein,dann fährt er weiter und verschwindet.";Pfälzisches Sagenbuch
270;3;21;21. Die Sage vom Maulus;A. Vom alten und neuen Glauben. (Mythische Sagen.);I. Von Seelen, Geistern und Gespenstern.;Klingenmünster;8.01861;49.14056;"21. Die Sage vom Maulus.Der bewaldete Gipfel, der sich hinter der Irren-Anstalt bei Klingenmünster erhebt und denSüdhang der Mühltalmündung bildet, heißt in derGegend das Schloßköpfel, weil auf ihm dasSchlössel liegt, das ist ein altes zerfallenes Bau-werk, umgeben von vorgeschichtlichen Wällen.Das Volk erzählt, daß dort die weiße Frau umgeht. Es weiß aber auch zu berichten, wie einst dasSchlössel von einem schlimmen Ritter mit NamenMaulus bewohnt war. Der vollbrachte mancheblutige Greueltaten und muß nun heute an einemgewissen Tage des Jahres zur mitternächtigenStunde vom Berge herabsteigen zum Mühltalbäch-lein und sein vom Blute beflecktes Schwert rein-waschen. Und so hat es zu geschehen auf ewigeZeiten.Kinder fürchten noch immer den Maulus undgehen nicht gern ins Mühltal. Wenn ein Raub-vogel seine Stimme hören läßt, dann heißt es nochheute: ,,Der Maulus war es! der Maulus kommt!""";Pfälzisches Sagenbuch
271;3;22;22. Des Beilsteiners Umgang;A. Vom alten und neuen Glauben. (Mythische Sagen.);I. Von Seelen, Geistern und Gespenstern.;Beilstein;8.35069;50.74796;22. Des Beilsteiners Umgang.In alter Zeit mußten die Kaufleute, die aufder Landstraße zureisten, in Lautern Zoll bezahlen.Etliche wollten dies umgehen und sich unbehelligtdurch den Hagelgrund vorbeischmuggeln.28 Der Ritter von Beilstein, dem der Zoll ge-bührte, merkte dies und paßte im Hagelgrunde amSchmelzer Graben auf. Er nahm den Schmugglernihre Waren ab und führte sie selbst gefangen aufseine Burg. Wenn nun das Lösegeld nicht einging,so ließ er jeden einen Kopf kürzer machen.Heute noch geht zur Nachtzeit der Beilsteinerauf dem Schmelzer Graben um und trägt seinenKopf in der Hand zur Strafe für die Grausamkeiten,die er den Kaufleuten zufügte.;Pfälzisches Sagenbuch
272;3;23;23. Der Maire von Meisenheim;A. Vom alten und neuen Glauben. (Mythische Sagen.);I. Von Seelen, Geistern und Gespenstern.;Meisenheim;7.66765;49.70721;23. Der Maire von Meisenheim.Zur Zeit der ersten französischen Republik standMeisenheim unter einem Maire, der ein fana-tischer Jakobiner war. Er suchte den Kultus derVernunft einzuführen, entweihte die Johannis-kirche, indem er um den Altar ritt, und plagte dieBürger, daß sie die Nationalkokarde recht sichtbartragen sollten.Mit besonderem Eifer suchte er die Feier desSonntags zu unterdrücken und die Feier des decadizu erzwingen. Wenn an diesem Tage Wäsche aufder Bleiche lag, verdarb er sie durch überreiten. ZurStrafe geht er nun um und ist schon oft auf derBleiche im Schilfe am Glanufer gesehen worden.*) Bürgermeister.;Pfälzisches Sagenbuch
273;3;24;24. Das Mädchen vom Pauliner Schlößchen;A. Vom alten und neuen Glauben. (Mythische Sagen.);I. Von Seelen, Geistern und Gespenstern.;NaN;0.0;0.0;24. Das Mädchen vom Pauliner Schlößchen.Wer zur nächtlichen Stunde am PaulinerSchlößchen bei Weißenburg vorübergeht,der hört ein leises Seufzen und Weinen. Undwenn er hinzutritt, so sieht er ein weißgekleidetesMägdlein, das weinend vor einem Lindenbäumchenkniet.Die Winzer erzählen, die Ruhelose hätte sichim Leben schwer vergangen: ihr eigenes Kindleinan diesem Plage getötet und verscharrt. Nun mußsie so lange umgehen, bis die Linde so groß ge-worden ist, daß man daraus ein Totenbäumchenfür das Kind machen kann, und bis dieses in ge-weihte Erde verbracht wird.Wohl steht die Linde schon viele Jahre an demOrte, allein sie wird immer wieder abgehauen,wenn sie ein wenig erstarkt ist. Es schießt dannimmer wieder ein neues Stämmchen aus der Wur-zel hervor und das arme Mädchen muß noch um-gehen bis auf den heutigen Tag.;Pfälzisches Sagenbuch
274;3;25;25. Die unredliche Wirtin;A. Vom alten und neuen Glauben. (Mythische Sagen.);I. Von Seelen, Geistern und Gespenstern.;Homburg;8.85;48.33333;"25. Die unredliche Wirtin.In der Nähe von Jägersburg, einemDorfe bei Homburg, liegt ein weit ausgedehnterWald, der Peterswald geheißen. Ist er schonan sich unheimlich wegen seiner Größe, so wird er30 es noch mehr durch eine Sage, die das Volk dort zuerzählen weiß.Um Mitternacht treibt im Peterswald ein ge-fürchtetes Wesen seinen Sput. Es ist eine gespenster-hafte Frauengestalt, im Volke gar wohl bekannt.Unruhig eilt sie zwischen den Bäumen und Sträu-chern hin und her und spricht dabei in einem fortdie Worte: „Ein halber Schoppen Wein und einhalber Schoppen Wasser gibt auch einen SchoppenWein. Ein halber Schoppen Wein und ein halberSchoppen Wasser gibt auch einen Schoppen Wein.""Die Frau war zu ihren Lebzeiten eine bekannteWirtin und hat manchem Gaste mit schmunzelndemGesichte das Glas mit Wein vorgesetzt. Aber siehing zu sehr dem Gewinne nach und machte sich keinGewissen daraus den Wein halb mit Wasser zumengen. Wohl mochte mancher prüfend sein Glasgegen das Licht halten und in seinem Herzen Ver-dacht schöpfen; aber es kam nicht so weit, daß derBetrug entdeckt und die unredliche Wirtin zurRechenschaft gezogen wurde.Doch konnte die Strafe für ihr ruchloses Han-deln nicht ausbleiben. Nach ihrem Tode wurde sieverurteilt, allnächtlich um die zwölfte Stunde ihreRuhestätte zu verlassen und im Walde in der Näheihrer Heimat umherzuschweifen und ununterbrochenihre Schuld zu bekennen: eine Warnung für alle,die gleich ihr auf unredliche Weise zu Reichtum ge-langen wollen.Schon mancher Fuhrmann hatte mit der Wirtineine schreckliche Begegnung, an die er all sein Lebtagdenkt. Fährt einer zur mitternächtigen Stunde ver-spätet durch den Peterswald nach Hause. Plötzlichbleibt sein Pferd stehen, bäumt sich und springt aufdie Seite. Dem Fuhrmann stehen die Haare genBerg, der Schweiß rinnt ihm vom Leibe, jähesGrausen packt ihn, aus Leibeskräften schlägt er aufsein Pferd und sucht, so schnell er kann, das Weite.„Das war die Wirtin,"" spricht er endlich, wieerlöst aufatmend.";Pfälzisches Sagenbuch
275;3;26;26. Der Grenzsteinverrücker;A. Vom alten und neuen Glauben. (Mythische Sagen.);I. Von Seelen, Geistern und Gespenstern.;Jägersburg;8.52689;49.69311;"26. Der Grenzsteinverrücker.Wenn man früher um Mitternacht über einFeld bei Jägersburg kam, so hörte man plöz-lich neben sich einen Mann gehen. Der feuchte undstöhnte, und wer näher zusah, mußte gewahren, daßer einen ziemlich großen Bann- oder Grenzstein vorsich hertrug. Zu der Furcht, die man anfangs vordem unheimlichen Manne hatte, gesellte sich balddas Mitleid, wenn man aus seinem Munde dieklagenden und bittenden Worte hörte: ,,Wo soll ichihn denn hinlegen? Wo soll ich ihn denn hinlegen?""Lange Jahre mußte der Unglückliche allnächt-lich seine grausige Wanderung machen, immerunter der schweren Last des Steines seufzend undseine klagende Frage wiederholend. Da kam einmalein beherzter Bursche vorüber, der sich vor keinem32 Gespenst und keiner Here fürchtete. Als der daskeuchende Männlein sah und seine Fragen vernahm,gab er ihm teck die Antwort: ,,Trag' ihn dort hin,wo du ihn geholt hast!"" Das war das erlösendeWort für den Armen. Er setzte den Stein an diealte Stelle, von der er ihn bei Lebzeiten in derNacht weggerückt hatte um seinen Acker zum Schadendes Nachbarn zu vergrößern. Nun hatte er Ruheund ward fortan nicht mehr gesehen und gehört.";Pfälzisches Sagenbuch
276;3;27;27. Kanzel und Nonne;A. Vom alten und neuen Glauben. (Mythische Sagen.);I. Von Seelen, Geistern und Gespenstern.;Niederauerbach;7.39403;49.2572;"27. Kanzel und Nonne.Zwischen Ober- und Niederauerbachendet bei einem Seitentälchen ein Höhenzug, dessenletzter Ausläufer ein einsamer, hochragender Felsist. Die Kanzel"" nennt ihn der Mund des Voltes.Am Fuße bemerkt man eine Höhle. Dort ist derEingang zu einem unterirdischen Wege, der zu demehemaligen Kloster Marienstein bei Zweibrückenführt. Ein riesiger, schwarzer Kater mit feurigenAugen bewacht die Höhle und läßt eine armeSeele"", die zum Kloster zurück will, nicht mehr ein.Mehr als zweihundert Jahre vor dem dreißig-jährigen Kriege lebte in Zweibrücken ein Syndikus,der ein schönes Töchterlein besaß. Ein schmuckerRitter warb um das Mägdlein und dieses wurdedem Junker von Herzen gut. Die Eltern aber woll-ten nichts davon wissen und brachten ihr Kleinodin das Kloster. Der Ritter jedoch erfuhr den Aufent-halt des Mägdleins und schickte ihr durch einen ge-heimen Boten einen Brief, in dem er um eine Zu-sammenkunft bat. Hocherfreut darüber vertrautesich die Jungfrau einer älteren, ihr gutgesinntenNonne und fragte sie um ihren Rat. Man beschloß,den unterirdischen Gang zu benützen und mit demRitter zur Nachtzeit an der Kanzel zusammen-zutreffen.Und so geschah es auch. Mit dem Glockenschlagezwölf aber ging es wieder den unheimlichen Wegzurück zum Kloster.So trafen sich Ritter und Nonne noch oft.Wieder einmal in der Nacht, da blieb der Junkeraus. War er von bösen Buben ermordet? Hatteer die Treue gebrochen? Die Nonne grämte undhärmte sich. Wie sie auch nach ihm rief, niemandantwortete. Einsam irrte sie umher, stieg auf denBergrücken und auf den Felsen, spähte und rief.Aber vergebens.Da schlug es zwölf im Kloster. Wie von einerfremden Gewalt gepackt, strauchelte der Fuß derJungfrau und sie stürzte über den Felsen hinab indie Tiefe. Ein Seufzer noch und ihr Leben warausgehaucht. Am andern Tage fanden Wandererihre Leiche und begruben sie bei der Kanzel.Aber ihre Seele möchte zurück nach dem Kloster.Vor der Höhle jedoch sitzt ein riesiger Kater, fauchtsie an und wehrt ihr den Eingang. So irrt die,,arme Seele,, noch Nacht für Nacht in der Geister-stunde umher.Das Kloster ist zerfallen, die Höhle verschüttet.Die Jungfrau aber kommt erst zur Ruhe, wenn sieihren Frevel vollständig gebüßt hat.⠀⠀⠀⠀⠀";Pfälzisches Sagenbuch
277;3;28;28. Das Nonnental bei Neustadt;A. Vom alten und neuen Glauben. (Mythische Sagen.);I. Von Seelen, Geistern und Gespenstern.;Neustadt an der Haardt;8.13886;49.35009;"28. Das Nonnental bei Neustadt.Das Nonnental bei Neustadt führt seinenNamen von dem Nonnenkloster, welches vor Zeitendaselbst bestanden haben soll. Hier geht die Vor-steherin dieses Klosters um, weil sie ihre Unter-gebenen über die Maßen hart behandelte. Allesieben Jahre auf denselben Tag, an welchem dasGotteshaus zerstört wurde, steht es wieder ganz da,jedoch nur den Sonntagskindern sichtbar.Da war einmal ein Schäfer in der Gegend,-auch ein Sonntagskind, der hat des Nachts Klosterund Kirche hell erleuchtet gesehen, auch den Chor-gefang der Nonnen gehört. Er ging darauf zu inder Absicht die Nonnen zu erlösen und den daselbstverborgenen Schatz zu heben; allein wie er in dieKirche kam und die vielen Totengesichter samt derVorsteherin am Altar erblickte, ist ihm der Angst=schweiß über das Gesicht geronnen und der Stoß-seufzer entschlüpft: ,,Gelobt sei Jesus Christus!"" Indemselben Augenblick verschwanden Kloster undKirche und der Schäfer hörte nur noch den schmerz-lichen Ruf: ,,Ach, jetzt muß ich wieder warten siebenJahre!""";Pfälzisches Sagenbuch
278;3;29;29. Der Hund von Auerbach;A. Vom alten und neuen Glauben. (Mythische Sagen.);I. Von Seelen, Geistern und Gespenstern.;Niederauerbach;7.39403;49.2572;"29. Der Hund von Auerbach.Zu Niederauerbach, ziemlich in derMitte des Dorfes, steht ein Kriegerdenkmal. Dortbreitete noch vor etwa vierzig Jahren eine uralte,mächtige Linde ihre Äste aus. Das war für dieOrtsbewohner ein merkwürdiger Baum. Hier kamensie zusammen um über gemeinsame Arbeiten zu be-raten und zu beschließen. Am Stamm der Lindewurden die Erlasse und Befehle der Obrigkeit an-geheftet, auch die Namen derjenigen bekannt ge-geben, die zu irgend einer Strafe verurteilt waren.Der Volksmund nannte den Baum ,,Pasquill-Linde"", weil man des Beklagten Schande an ihmlesen konnte.Bei der Linde befand sich eine Art Gefängnis,vom Volke ,,Betekammer"" genannt. Darin wurdenVerbrecher, ungehorsame Leibeigene und Land-streicher gefangen gehalten, bis sie nach Zweibrückenin sicheres Gewahrsam tamen.Vor langer, langer Zeit spielten einmal Kinderaus dem Dorfe vor der Linde und der „Betze-Kammer"" im Sande. Da ritt ein Graf aus der Um-gegend mit seinen zahlreichen Hunden und Jägerndort vorüber zur Jagd. Ein Tier riß sich von derMeute los, packte ein Kind und biß auf es ein. EinJäger, der das sah, sprang herzu und suchte denHund von dem Kinde wegzuzerren. Durch daswütende Gekläff der Bestie und das kläglicheSchreien des Kindes wurde auch der Graf auf denVorfall aufmerksam und rief dem Jäger zu: ,,Manlasse dem Hunde sein Vergnügen!"" Also ließ manihn gewähren, bis er sein Opfer völlig zerfleischthatte. Die Jagdgesellschaft aber ritt unbekümmertweiter, als wäre nichts geschehen.Zur Strafe muß nun der Hund ruhelos umher-wandern. Jede Nacht zwischen 12 und 1 Uhr läufter von der ,,Betzekammer"" zum nahen Kirchhofe, wodie überreste des unglücklichen Kindes begrabenliegen. Schon mancher Ortsbewohner hat ihn ge-sehen und Reißaus vor ihm genommen.II. Von Elfen und Niren,Zwergen und Wichten.";Pfälzisches Sagenbuch
